t_env,loss,td_error,grad_norm,q_taken_mean,target_mean
2947,1.5457069873809814,1.07855101586359,16.613264,0.09744788794748897,0.19851306678401764
3448,0.8832862973213196,0.7602255106682104,6.440113,0.19079158741316574,0.25363481537380084
3972,0.5238533616065979,0.49179264488155666,1.6674592,0.2246296266920474,0.2536682000846024
4519,0.5605700016021729,0.496356888713718,4.1854486,0.25264923116793364,0.2511129708016586
5046,0.44375526905059814,0.4322050928873644,1.2554451,0.22879174539927702,0.2495544590042721
5624,0.6113623380661011,0.5895574373728383,5.129991,0.21294803323160394,0.25719226856561545
6126,0.962377667427063,0.7285305451514653,5.795388,0.2454230634672374,0.30533516319558773
6672,0.7333752512931824,0.6183109954726148,3.5747232,0.27394467756183744,0.3111549249116608
7212,0.6373599171638489,0.5313687720221726,5.202032,0.30819745831900996,0.3044093492179443
7776,0.5863388180732727,0.5381158009812287,5.312997,0.28480012798634813,0.31985057593856653
8308,0.41225099563598633,0.381603562688253,1.2288659,0.2952805754267068,0.30859144912985276
8818,0.4043324589729309,0.3524958559782609,2.1789563,0.3035602717391304,0.3014620108695652
9348,0.8078038096427917,0.632395052826673,10.636967,0.387325339954012,0.3697964488185855
9856,0.7126094102859497,0.5223924214215603,10.998587,0.4175628414134517,0.3989804007340389
10412,0.6673925518989563,0.5047260279330774,11.652028,0.4139076842039386,0.38747986899198933
10927,0.6564644575119019,0.46471888260254596,10.0872,0.4077922504862093,0.38613817185289956
11459,0.7379016280174255,0.6108922844570406,10.404199,0.33179479290970565,0.37567009123906125
11992,0.7093257308006287,0.5458792954712512,12.239569,0.4379241363116629,0.41736215187030384
12496,0.7655818462371826,0.5436578300561797,15.505819,0.4559545464842334,0.42849246216926423
13033,0.6611983180046082,0.5889050643515994,13.089501,0.37445343738640496,0.4171633042529989
13542,0.5715428590774536,0.4445095257675439,10.565965,0.43747722039473685,0.4132608004385965
14077,1.0352123975753784,0.7335971788487509,13.993178,0.3815607064483457,0.44013522851958137
14583,0.8072015643119812,0.7037473743035586,19.908741,0.3908554996405464,0.4476767500898634
15119,0.5799016952514648,0.4664470682865924,12.258505,0.4584242940837495,0.4338302559546677
15647,0.7092101573944092,0.6466180549214755,18.052864,0.3857300607195033,0.4374862182706355
