t_env,loss,grad_norm,q_taken_mean
2500,0.44634777307510376,1.5086128,0.034438810221354164
3000,0.1881142556667328,0.0838793,0.30246276041666664
3500,0.17900905013084412,0.13212548,0.3135972981770833
4000,0.1978325992822647,0.20171238,0.27241350911458334
4500,0.19208943843841553,0.115864374,0.28256878255208334
5000,0.1806311011314392,0.108341075,0.27200748697916666
5500,0.1838398575782776,0.086120784,0.36599095052083336
6000,0.1570233255624771,0.25773883,0.3762576171875
6500,0.16226628422737122,0.08754665,0.36078828125
7000,0.19183924794197083,0.14846219,0.34868720703125
7500,0.19759446382522583,0.18885311,0.34333610026041667
8000,0.18621982634067535,0.24317667,0.359777734375
8500,0.17242863774299622,0.0668409,0.39197955729166667
9000,0.17499025166034698,0.13457212,0.3936845703125
9500,0.13372370600700378,0.13433388,0.3941255859375
10000,0.17073221504688263,0.11817703,0.40492239583333334
10500,0.1682889759540558,0.26057103,0.4104607747395833
11000,0.1594540923833847,0.08544959,0.43748001302083334
11500,0.1875719130039215,0.13957803,0.45775582682291666
12000,0.18678763508796692,0.25338316,0.47687268880208333
12500,0.15481102466583252,0.16497439,0.4493339192708333
13000,0.26222431659698486,1.0305012,0.4062524088541667
13500,0.16941463947296143,0.22279046,0.48039986979166666
14000,0.1790352314710617,0.20933941,0.484793359375
14500,0.18745146691799164,0.14943111,0.49795029296875
15000,0.2126631736755371,0.41396138,0.4629602864583333
15500,0.18209341168403625,0.80503255,0.40874371744791665
16000,0.21303245425224304,0.17487581,0.49609557291666667
16500,0.17463067173957825,0.27724344,0.467153515625
17000,0.2198600471019745,0.5521982,0.4529644856770833
17500,0.16963548958301544,0.2232937,0.47687307942708335
18000,0.20238631963729858,0.785375,0.4475809895833333
18500,0.18727363646030426,0.5412737,0.4573541015625
19000,0.181637704372406,0.32901922,0.48391555989583335
19500,0.18040402233600616,0.25054756,0.5318803385416667
20000,0.19009049236774445,0.69365263,0.5704858072916666
20500,0.23688358068466187,1.1655283,0.5078246419270833
21000,0.17131569981575012,0.2944746,0.6026266276041666
21500,0.21476386487483978,0.66709507,0.65097109375
22000,0.18186840415000916,0.4265887,0.61385390625
22500,0.2302054911851883,0.20354147,0.6386333333333334
23000,0.2232450395822525,1.7837914,0.7143744791666666
23500,0.2267957329750061,0.40292475,0.6724496744791667
24000,0.18102356791496277,0.18141383,0.6250417317708333
24500,0.20842595398426056,0.3163834,0.6144123697916667
25000,0.2006615847349167,0.87297183,0.6738782552083333
25500,0.21137140691280365,1.236403,0.7444770833333333
26000,0.22077083587646484,0.24141745,0.7085832682291666
26500,0.21895909309387207,0.6453558,0.6423084635416667
27000,0.25468531250953674,0.54338044,0.7385827473958333
27500,0.2010769546031952,0.30668145,0.6731872395833334
28000,0.3075173497200012,1.1190282,0.7174830729166667
28500,0.23883715271949768,0.47983348,0.7298553385416666
29000,0.23695552349090576,0.73276055,0.7146960286458334
29500,0.26984167098999023,0.6617423,0.7764133463541667
30000,0.2473689317703247,0.9033008,0.7921628255208333
30500,0.24125969409942627,0.29691297,0.775017578125
31000,0.26412731409072876,1.1779848,0.7274133463541667
31500,0.2824934124946594,1.5570598,0.7230072916666667
32000,0.2805601954460144,0.5110123,0.744023828125
32500,0.23751747608184814,0.43627575,0.7684686848958333
33000,0.29919523000717163,1.681392,0.8802568359375
33500,0.28060662746429443,0.39919376,0.816810546875
34000,0.3236852288246155,2.5192504,0.658228125
34500,0.2082284390926361,0.3430551,0.7358169270833333
35000,0.2506353259086609,0.39159176,0.7861369791666667
35500,0.24817338585853577,0.43850854,0.801298828125
36000,0.2349662333726883,0.44895938,0.7593189453125
36500,0.3187887668609619,4.546881,0.9303743489583334
37000,0.308846116065979,2.0460541,0.8617520182291667
37500,0.2762184143066406,1.6586205,0.725364453125
38000,0.24468839168548584,0.7751891,0.7457919921875
38500,0.3370605707168579,1.2974489,0.8489223958333333
39000,0.2902161478996277,1.0265348,0.76404609375
39500,0.31120386719703674,0.8977752,0.8124381510416666
40000,0.32167017459869385,1.5392307,0.7696707682291667
40500,0.25039514899253845,0.4037404,0.649534375
41000,0.2506367266178131,0.58632255,0.6719835286458333
41500,0.27648448944091797,0.45828307,0.749779296875
42000,0.2977355122566223,0.6757929,0.7252550130208333
42500,0.295513778924942,1.2905942,0.6755015625
43000,0.24516546726226807,0.91902864,0.5692310546875
43500,0.3258213698863983,1.8198179,0.6178193359375
44000,0.2978872060775757,1.3553244,0.6334583984375
44500,0.26782214641571045,1.4718231,0.7004341145833334
45000,0.2778761386871338,1.6143892,0.7252834635416666
45500,0.3134722113609314,1.2038614,0.7621875
46000,0.3053910732269287,2.4477236,0.6297750651041667
46500,0.23862981796264648,0.5181987,0.7117522135416666
47000,0.2602861225605011,0.9814421,0.7582997395833333
47500,0.27986401319503784,0.65218174,0.7248639322916667
48000,0.2627886235713959,0.5847259,0.6879985677083333
48500,0.2628779709339142,0.79906505,0.6823930338541667
49000,0.6832566261291504,5.98029,0.5874884114583333
49500,0.2993682622909546,0.8523939,0.7953157552083333
50000,0.31082361936569214,1.4002784,0.677084375
50500,0.2683437466621399,0.6746768,0.758332421875
51000,0.2793877124786377,1.8804151,0.7884860677083333
51500,0.27573567628860474,2.8501444,0.7597967447916667
52000,0.3582475781440735,4.123145,0.66040078125
52500,0.25439852476119995,1.0904272,0.6311063151041667
53000,0.38357093930244446,1.2889069,0.8559442708333334
53500,0.3810053765773773,2.303057,0.789496484375
54000,0.3476390242576599,2.3452682,0.6846650390625
54500,0.3218972384929657,0.9706664,0.7733453776041667
55000,0.24175308644771576,1.3211968,0.6992236979166667
55500,0.2773382365703583,0.737043,0.8035324869791667
56000,0.4980735182762146,5.329427,0.586605859375
56500,0.3685617446899414,3.2313058,0.9427795572916666
57000,0.3008282780647278,2.0774808,0.83160078125
57500,0.3462069034576416,3.228733,0.8674029947916667
58000,0.2858104407787323,1.4791479,0.8383998697916667
58500,0.36445844173431396,5.138087,0.9591986328125
59000,0.43569421768188477,8.646685,1.0538409505208333
59500,0.3318290114402771,1.549937,0.839632421875
60000,0.3417578637599945,3.200385,0.8766123046875
60500,0.2835749387741089,0.63721865,0.6727496744791667
61000,0.3003597855567932,0.9679407,0.7145206380208333
61500,0.3026898503303528,0.934707,0.6956115885416667
62000,0.3264797627925873,1.3027554,0.7029356770833334
62500,0.27986395359039307,2.2506459,0.7034706380208333
63000,0.3405209183692932,3.1833353,0.8313321614583333
63500,0.37749284505844116,4.8274646,0.8584490234375
64000,0.2999420464038849,2.7209973,0.7093146484375
64500,0.41253429651260376,5.6215324,0.6929255859375
65000,0.3355364203453064,3.8969667,0.8808857421875
65500,0.6541982889175415,10.514484,0.7803463541666666
66000,0.5500305891036987,8.813237,0.7482930989583333
66500,0.5025970935821533,8.421377,0.8215926432291667
67000,0.4883328676223755,8.488719,0.7896524088541667
67500,0.3634759783744812,3.773762,0.8916977213541667
68000,0.35225537419319153,2.0914087,0.8559315104166667
68500,0.3269639015197754,1.838616,0.8033050130208333
69000,0.3679315745830536,6.151268,0.9134216145833334
69500,0.3406699597835541,1.4597131,0.8769358072916666
70000,0.407157838344574,4.762333,0.907401953125
70500,0.4030728340148926,5.4680247,0.7974774088541666
71000,0.29592061042785645,0.9783658,0.7862554036458334
71500,0.2794921100139618,1.3446984,0.6761256510416667
72000,0.3611459732055664,2.201698,0.8240207682291667
72500,0.28932610154151917,1.3362286,0.6430293619791667
73000,0.3411167562007904,2.7740808,0.7444982421875
73500,0.40940147638320923,3.4336543,0.8342371744791667
74000,0.43349379301071167,7.438295,0.6299106119791666
74500,0.5118841528892517,9.826868,0.6955881510416667
75000,0.3087393045425415,1.478205,0.7561270833333333
75500,0.38888847827911377,7.3589554,0.9853821614583333
76000,0.3822428286075592,3.761011,0.9996803385416667
76500,0.32386285066604614,6.859887,0.9013443359375
77000,0.43131113052368164,8.975806,0.7308458984375
77500,0.39556342363357544,6.885622,0.7844175130208333
78000,0.36529114842414856,1.701581,0.8365928385416667
78500,0.3579168915748596,2.3035672,0.7819346354166666
79000,0.5089189410209656,13.051116,0.7599602213541666
79500,0.3797360062599182,2.7707326,0.82751015625
80000,0.4304613769054413,6.85026,0.9425594401041667
80500,0.531639814376831,11.263012,0.8614861328125
81000,0.48613226413726807,7.831709,0.9545141276041667
81500,0.4107114374637604,6.960188,0.9277677734375
82000,0.45296818017959595,10.063208,0.9000901692708333
82500,0.4544628858566284,7.793571,0.9643973958333333
83000,0.42968106269836426,7.8620605,0.7698410807291667
83500,0.4428417980670929,8.853184,1.1275200520833333
84000,0.4323832392692566,6.25907,1.0214015625
84500,0.4465593695640564,2.1683507,1.0763560546875
85000,0.3381785452365875,2.2881067,0.8815680989583333
85500,0.5811896324157715,19.868132,1.13330234375
86000,0.4162168502807617,8.22143,1.0450336588541667
86500,0.43290823698043823,5.211017,1.0055966145833333
87000,0.548668622970581,13.258203,1.078980859375
87500,0.4221024811267853,1.6574599,1.0064422526041668
88000,0.587405800819397,13.547461,0.9686104166666667
88500,0.48127126693725586,7.468769,0.9213641276041666
89000,0.5348028540611267,11.046942,1.0263018880208334
89500,0.3992108404636383,7.3971214,0.8638418619791667
90000,0.49468082189559937,9.462554,0.9525059895833333
90500,0.4512295126914978,5.5342407,1.0601485677083333
91000,0.4279343783855438,5.601333,0.9368859375
91500,0.5022923946380615,13.211824,1.1346548177083333
92000,0.4532051086425781,4.298266,1.1273518229166666
92500,0.46019986271858215,7.71864,1.1265515625
93000,0.5849472880363464,11.009527,1.1787028645833333
93500,0.6304858326911926,12.5692215,1.05652109375
94000,0.5113557577133179,9.173749,1.0562962890625
94500,0.4364180564880371,8.820517,0.9706848307291667
95000,0.5088033676147461,11.141068,1.057067578125
95500,0.583399772644043,17.017685,1.3410899739583333
96000,0.5791343450546265,17.183033,1.2921072916666667
96500,0.46770742535591125,2.4934783,1.1045962239583333
97000,0.49586769938468933,11.429733,0.9660432291666666
97500,0.5252524018287659,11.18694,0.9707014322916667
98000,0.4607697129249573,6.937513,1.0285075520833333
98500,0.6430563926696777,14.5685625,1.05124140625
99000,0.5078471302986145,8.774891,1.03403828125
99500,0.47807615995407104,11.521826,1.1674822916666667
100000,0.3492874205112457,5.568962,0.908771484375
100500,0.5476572513580322,9.430432,1.0448341796875
101000,0.47843921184539795,9.833184,0.9430494791666667
101500,0.4974368214607239,5.1793175,1.027812890625
102000,0.6065126657485962,13.462805,0.9919169921875
102500,0.51288902759552,6.617936,1.103990625
103000,0.3771800100803375,6.896841,0.7635145833333333
103500,0.5803388357162476,17.478163,1.2090544270833334
104000,0.4397633969783783,8.611011,1.070336328125
104500,0.4599249064922333,8.692432,1.1497204427083334
105000,0.42069947719573975,5.271303,1.0463802734375
105500,0.4079402685165405,9.169438,0.9593108723958333
106000,0.46417587995529175,5.770984,1.0247661458333333
106500,0.48688653111457825,14.416207,1.0796708333333334
107000,0.5579491257667542,4.6695786,1.25728046875
107500,0.4490382671356201,5.8737593,1.03214765625
108000,0.5875093936920166,11.694064,1.1454606770833333
108500,0.5527380704879761,14.228737,0.936242578125
109000,0.49694955348968506,7.513196,1.0555770833333333
109500,0.567965567111969,11.509814,1.017143359375
110000,0.5468288064002991,11.919826,0.9777375
110500,0.6117173433303833,13.745691,0.9558979166666667
111000,0.7387803196907043,17.491056,1.2982610677083333
111500,0.5203100442886353,13.977343,1.25232265625
112000,0.4929695129394531,8.13677,1.1934830729166668
112500,0.4025414288043976,5.275322,0.9786880208333333
113000,0.6537853479385376,16.389584,1.1623864583333334
113500,0.602734386920929,14.406403,1.07885078125
114000,0.599030613899231,12.814937,1.2817640625
114500,0.7099697589874268,18.792894,1.209069921875
115000,0.6687141060829163,17.925917,1.206499609375
115500,0.504176914691925,7.4039083,1.0295833333333333
116000,0.47612273693084717,12.707304,1.1359940104166666
116500,0.6648478507995605,18.333347,1.4567282552083334
117000,0.5542134046554565,15.776653,1.272067578125
117500,0.5789146423339844,13.169778,1.3034256510416666
118000,0.6930148601531982,20.89479,1.324538671875
118500,0.5925983190536499,12.857303,1.145566015625
119000,0.6842858195304871,12.956814,1.224258984375
119500,0.5513420701026917,12.412017,1.1124734375
120000,0.6733697652816772,18.903503,1.2625106770833334
120500,0.532127320766449,11.435212,1.0566766927083333
121000,0.6368280649185181,12.471926,1.1502455729166667
121500,0.628171443939209,12.425136,1.127674609375
122000,0.6317546367645264,11.1761875,1.3123190104166667
122500,0.5304039120674133,9.574432,1.1130473958333333
123000,0.7019121646881104,15.11338,1.1528850260416668
123500,0.6479796171188354,16.61095,1.2118712239583334
124000,0.4842679798603058,9.404728,1.0798760416666666
124500,0.6567308902740479,12.928138,1.2282908854166668
125000,0.6041903495788574,11.067745,1.1794229166666668
125500,0.6122589111328125,13.021637,1.1887184895833334
126000,0.618450939655304,9.733691,1.2657796875
126500,0.6091561317443848,8.718619,1.326823046875
127000,0.6422070264816284,14.380747,1.1819203125
127500,0.5514745712280273,7.9323263,1.3700276041666666
128000,0.7181806564331055,18.438492,1.3581997395833334
128500,0.6159971356391907,12.24374,1.287385546875
129000,0.6893478631973267,19.711256,1.326346484375
129500,0.6566751003265381,21.35201,1.1759544270833333
130000,0.7964357137680054,17.902359,1.409808203125
130500,0.6156013011932373,19.66101,1.2080869791666666
131000,0.752091109752655,22.241913,1.2522817708333334
131500,0.5906537175178528,16.066446,1.299950390625
132000,0.7352280616760254,19.564093,1.60295078125
132500,0.630362331867218,26.447275,1.3607598958333333
133000,0.6773242950439453,14.807079,1.4159712239583333
133500,0.7843033075332642,19.939636,1.4611924479166667
134000,0.9150229692459106,24.58887,1.500770703125
134500,0.7447878122329712,17.760527,1.37221484375
135000,0.7290226221084595,15.8452425,1.4719217447916666
135500,0.656212568283081,19.595287,1.4514467447916666
136000,0.6480227708816528,15.806928,1.4270778645833333
136500,0.6781522035598755,17.892204,1.561949609375
137000,0.7017437815666199,24.587088,1.606351171875
137500,0.7852689027786255,32.27218,1.6395567708333334
138000,0.9128305912017822,17.208693,1.754107421875
138500,0.776608407497406,18.868877,1.4419045572916667
139000,0.8366985321044922,14.82735,1.6488506510416667
139500,0.7985720634460449,23.51574,1.51873203125
140000,0.8158945441246033,21.022572,1.51262890625
140500,0.7786141037940979,9.673338,1.4975576822916667
141000,0.857543408870697,22.984983,1.5896229166666667
141500,0.7461107969284058,24.9816,1.4320981770833334
142000,0.7651723623275757,18.362883,1.4839975260416667
142500,0.6853236556053162,19.733143,1.3521359375
143000,0.913421630859375,26.12321,1.5412098958333333
143500,0.7098469734191895,20.866764,1.4481921875
144000,0.8206708431243896,17.586168,1.70155546875
144500,0.8065556287765503,22.886045,1.5395658854166667
145000,0.6963052153587341,16.033262,1.36893125
145500,0.8583665490150452,24.98033,1.5871880208333333
146000,0.8393769860267639,19.147924,1.452616796875
146500,0.7601577639579773,17.970154,1.4896459635416666
147000,0.7785426378250122,19.184479,1.5468591145833333
147500,0.845124363899231,24.371685,1.5285928385416667
148000,0.8865047693252563,18.346872,1.6553951822916666
148500,0.9220781326293945,21.36369,1.6395897135416666
149000,0.815660297870636,21.588242,1.446228125
149500,0.809569776058197,24.450209,1.4375305989583333
150000,0.8266342878341675,16.65836,1.5312821614583334
150500,0.651232123374939,14.081263,1.4770481770833332
151000,0.7070960998535156,13.668747,1.5436703125
151500,0.7867281436920166,19.505493,1.4505765625
152000,0.7514562606811523,17.356825,1.5103979166666666
152500,0.792667031288147,21.634624,1.4131239583333333
153000,0.7341848611831665,18.9605,1.4415752604166667
153500,0.62131267786026,8.00746,1.3862717447916666
154000,0.7723262906074524,17.928246,1.4732989583333334
154500,0.7343276739120483,24.346159,1.38159921875
155000,0.7335007190704346,15.337819,1.2627509114583333
155500,0.7568202018737793,18.210745,1.4516265625
156000,0.6658180952072144,13.8331175,1.2699526041666667
156500,0.6307896375656128,12.156129,1.3161153645833332
157000,0.778033435344696,15.441371,1.4888796875
157500,0.6884967684745789,15.924335,1.298660546875
158000,0.603678822517395,10.398536,1.3305822916666667
158500,0.7576055526733398,20.068087,1.4209608072916666
159000,0.7183946371078491,19.410883,1.35031328125
159500,0.6772342920303345,18.885267,1.35412890625
160000,0.7665529847145081,22.625952,1.4129467447916666
160500,0.6562994122505188,14.704544,1.3380893229166666
161000,0.6774933338165283,14.019071,1.34586640625
161500,0.6945908069610596,17.271011,1.4202563802083332
162000,0.7451766133308411,10.875573,1.5266071614583334
162500,0.9232398867607117,25.824284,1.5119721354166666
163000,0.7259227633476257,18.188967,1.40001328125
163500,0.751742422580719,15.562961,1.5657313802083332
164000,0.700534462928772,17.162098,1.4213895833333334
164500,0.7720683813095093,15.897812,1.5999389322916666
165000,0.5531726479530334,10.308108,1.240671484375
165500,0.7984618544578552,21.666538,1.5766973958333332
166000,0.6873743534088135,14.204535,1.38549609375
166500,0.6642061471939087,16.07309,1.4687067708333332
167000,0.6268561482429504,15.412488,1.4434610677083333
167500,0.6945875287055969,17.822943,1.450259765625
