t_env,loss,td_error,grad_norm,q_taken_mean,target_mean
1617,1.5712476968765259,1.2132889199713977,4.1234684,-0.05841352737606051,1.148866520152095
2126,0.12617400288581848,0.18302639598438514,0.2232858,1.2874649057740604,1.3064282084160321
2630,0.09337034076452255,0.15042443295841765,0.5133547,1.3242262069525046,1.2743660397258705
3133,0.09134959429502487,0.15206236343481727,0.4266932,1.3327467481346278,1.2929341973634065
3656,0.19353415071964264,0.1663296759767953,0.21345398,2.2070085527786056,2.24315722423458
4168,0.1733400672674179,0.16866075261827593,0.1881471,2.2013263714202784,2.2357716657797986
4677,0.1438351571559906,0.1589649852807971,0.14702494,2.2049854223278986,2.232362007472826
5194,0.3192580044269562,0.21722934198348734,0.3018468,3.0595747256294383,3.1027089679833764
5765,0.2621758282184601,0.20449599689572806,0.21384624,3.077909082833228,3.1068388986497157
6300,0.24153244495391846,0.2003175630699018,0.20390178,3.1050868927200237,3.1325462958690196
6819,0.3941740393638611,0.25972801835273546,0.7621695,3.9371364863668554,4.018789283817281
7348,0.3471929430961609,0.220679609933715,0.26915163,3.9705964342095252,3.991305443548387
7879,0.2949781119823456,0.20283408035960795,0.18914439,4.013307618805218,4.032749624689398
8421,0.3100409507751465,0.2225397687163622,0.19551973,3.9939401602296845,3.9962050864160097
8944,0.44776651263237,0.32437575916519434,1.5955603,4.820683702202171,4.963654719838465
9461,0.3750239610671997,0.2362082292492263,0.6436335,4.792123398343146,4.852273397399608
10002,0.3782970607280731,0.21149992980474921,0.7348711,4.985872498683517,4.943566103870458
10610,0.34602490067481995,0.20396534342978082,0.5615365,4.9622173164359396,4.9331818123982085
11118,0.6705641150474548,0.5924516318500905,4.494634,5.314067595108695,5.725788043478261
11680,0.42211979627609253,0.27398148067274053,1.4722238,5.631557000144259,5.741710770701096
12192,0.38052356243133545,0.21456252472310128,0.5132192,5.757408030063291,5.7925988924050635
12717,0.3475661873817444,0.1972972825090048,0.9917263,5.838700431897012,5.795920324172892
13222,0.3350049555301666,0.2201271900269542,1.5588956,5.835347350909704,5.759062815869272
13727,0.6592416763305664,0.4696103535279794,3.4033484,6.391100646025015,6.587341975452847
14335,0.364594042301178,0.2282760805822531,0.7578574,6.603924176755831,6.660542517114605
14868,0.33718883991241455,0.19282580654771522,1.1647649,6.652843140027146,6.607621328044209
15395,0.28146207332611084,0.1921829736875584,1.5645075,6.686149601241324,6.6186891017084895
16005,0.28393182158470154,0.19618279515591566,0.3655765,6.644414694038279,6.642172268782692
16564,0.2572196424007416,0.17685449868741177,0.8880226,6.78166520648447,6.730042513362243
17151,1.097607135772705,0.9457212232759648,9.404349,6.717878584296093,7.536675295527632
17735,0.35583871603012085,0.23518698013837064,1.8171669,7.480796214241294,7.536634211753731
