t_env,loss,td_error,grad_norm,q_taken_mean,target_mean
2668,0.9708393812179565,0.8463958938499501,10.5750675,0.07890014546763077,0.21136382085649882
3192,0.5880862474441528,0.5805013499188709,1.332834,0.2773277649578537,0.31561225980182056
3705,0.43479451537132263,0.47262196538449525,0.8457438,0.28685362315587,0.31584026915578667
4210,0.3568284511566162,0.40755146588106983,1.1367797,0.29741440629742033,0.3137573797894537
4732,0.47872984409332275,0.5478848087355032,7.124809,0.22922000678077067,0.305475951321341
5266,0.9702221155166626,0.7941229713232478,6.7513165,0.30010151279708713,0.4149358749308481
5793,0.5554420948028564,0.5399372354751828,6.794105,0.4257283116369544,0.4048348590269762
6323,0.6113119721412659,0.634597549475387,9.965567,0.34067219815856314,0.4307084338085591
6843,0.3210575580596924,0.37608680318751625,3.923579,0.390546727843271,0.4261543007653503
7369,0.3099631667137146,0.309980600273569,3.142522,0.44486448688271607,0.42939692059483725
7874,0.7557008862495422,0.724074443405223,14.335918,0.451266627543036,0.5549576975743349
8391,0.4944410026073456,0.5474628132962563,10.401885,0.463249620927523,0.5353210308321356
8891,0.46063295006752014,0.4295049387937898,9.811408,0.607532916076905,0.5610361929405521
9413,0.382550448179245,0.36874287923177085,7.326679,0.5901987937644676,0.5558038556134259
9917,0.32372209429740906,0.31501885452450873,2.5094872,0.580849024514874,0.5712777115962372
10439,0.46081092953681946,0.4420122039195604,11.513718,0.6981371097644904,0.6585238195392769
10960,0.5546882152557373,0.5804720845380696,15.287171,0.5697762847652486,0.6497681330746019
11465,0.44687798619270325,0.41254224372632575,10.935817,0.6998861170296717,0.6571043935448232
11973,0.5251038670539856,0.5012936686122108,6.7640066,0.7093254112650728,0.7091840035191223
12488,0.49399563670158386,0.5579656091123556,14.88545,0.6304594968639001,0.7081976141565361
13026,0.3512832224369049,0.38934536765893374,9.324227,0.7423198062332168,0.7083217058221868
13558,0.3545701503753662,0.391222987961632,11.136173,0.7468552662292988,0.7045856925555309
