t_env,loss,grad_norm,q_taken_mean
2500,0.37734711170196533,1.4082927,0.074378759765625
3000,0.19765397906303406,0.085343115,0.25563076171875
3500,0.2074364870786667,0.075168125,0.2365418701171875
4000,0.22676777839660645,0.18669176,0.22080810546875
4500,0.21825560927391052,0.12613033,0.2299610107421875
5000,0.2204463630914688,0.067231044,0.2276530029296875
5500,0.19834597408771515,0.12338791,0.2902259765625
6000,0.23664544522762299,0.21053733,0.26833408203125
6500,0.18182997405529022,0.14945693,0.2617543212890625
7000,0.18985207378864288,0.13371107,0.271175927734375
7500,0.23031044006347656,0.17054547,0.277221142578125
8000,0.20555883646011353,0.31760874,0.28631201171875
8500,0.2570152282714844,0.49576774,0.288723583984375
9000,0.21738767623901367,0.15895802,0.31423828125
9500,0.2074030637741089,0.10814334,0.3106167236328125
10000,0.24081668257713318,0.17179285,0.3402843994140625
10500,0.19820520281791687,0.41324618,0.32479716796875
11000,0.23020875453948975,0.45082653,0.327863818359375
11500,0.2272510528564453,0.14584585,0.373006982421875
12000,0.22894112765789032,0.09084129,0.374352734375
12500,0.2507357597351074,0.1179143,0.3813192626953125
13000,0.23241595923900604,0.7686344,0.3244046142578125
13500,0.24154935777187347,0.4562115,0.4353251953125
14000,0.2803235352039337,0.10928381,0.4210876953125
14500,0.25381922721862793,0.22274514,0.42070458984375
15000,0.2872992157936096,0.27957365,0.4012046142578125
15500,0.20313283801078796,0.12616146,0.3970745849609375
16000,0.2295847088098526,0.31254506,0.423093994140625
16500,0.2663130462169647,0.19352326,0.4020388427734375
17000,0.33302468061447144,0.4185028,0.40386240234375
17500,0.255159854888916,0.30310348,0.400788427734375
18000,0.21844275295734406,0.16998188,0.3916722900390625
18500,0.18136313557624817,0.34277174,0.363773388671875
19000,0.18930909037590027,0.47089565,0.3507237060546875
19500,0.2277802675962448,0.13213396,0.40761982421875
20000,0.2556508779525757,0.24165052,0.397590771484375
20500,0.2802077531814575,0.2237546,0.4348876953125
21000,0.27507004141807556,0.18930346,0.42177177734375
21500,0.23411190509796143,0.18125059,0.43582724609375
22000,0.2571941018104553,0.3446035,0.45193173828125
22500,0.2619730234146118,0.20873687,0.44036201171875
23000,0.25851067900657654,0.27667746,0.46704677734375
23500,0.2800605595111847,0.41205528,0.497159326171875
24000,0.28484871983528137,1.5092437,0.560128515625
24500,0.23797467350959778,0.20734301,0.47360625
25000,0.23782239854335785,1.0118846,0.535057080078125
25500,0.22719018161296844,0.5526096,0.511235791015625
26000,0.27817603945732117,0.25717428,0.5498671875
26500,0.28661680221557617,0.97874826,0.473847705078125
27000,0.2931711971759796,0.5129137,0.528377490234375
27500,0.2618655562400818,1.1125244,0.47943369140625
28000,0.26743361353874207,0.8589914,0.602159521484375
28500,0.2098575085401535,0.2801512,0.52989765625
29000,0.276064932346344,1.2262408,0.4787623046875
29500,0.2811305522918701,1.1684294,0.502032080078125
30000,0.2482607066631317,0.81467545,0.525912548828125
30500,0.2873774766921997,0.41725594,0.542465087890625
31000,0.24052172899246216,0.8605499,0.48780166015625
31500,0.27645373344421387,0.2768816,0.556770703125
32000,0.2795329689979553,1.1367586,0.6001611328125
32500,0.2734239101409912,0.2781071,0.555840234375
33000,0.31731149554252625,1.6678405,0.5065458984375
33500,0.2817000448703766,1.2895688,0.5493201171875
34000,0.28705355525016785,0.49849972,0.613652783203125
34500,0.31774258613586426,1.4551626,0.64652431640625
35000,0.28381428122520447,1.0302854,0.620233984375
35500,0.36435556411743164,2.6110866,0.533987353515625
36000,0.3172425329685211,1.4285862,0.687078857421875
36500,0.2578046917915344,0.21335575,0.637317138671875
37000,0.29682058095932007,2.2741513,0.691031884765625
37500,0.28483468294143677,0.30746448,0.63545009765625
38000,0.34885478019714355,1.1153983,0.72196171875
38500,0.32331180572509766,0.9720984,0.7177634765625
39000,0.31368720531463623,0.8906937,0.68869072265625
39500,0.34909629821777344,1.1847733,0.716797314453125
40000,0.35218024253845215,1.9139967,0.758541845703125
40500,0.33905747532844543,0.71809113,0.70795126953125
41000,0.3098624050617218,1.732988,0.6272857421875
41500,0.3109454810619354,0.5288227,0.698281396484375
42000,0.298694908618927,1.3220508,0.66535
42500,0.29574820399284363,0.76940244,0.731484228515625
43000,0.4171280860900879,3.1757288,0.647999560546875
43500,0.33431276679039,1.3988291,0.663790087890625
44000,0.3773564398288727,2.3836346,0.663348291015625
44500,0.3663678765296936,0.780136,0.743434912109375
45000,0.35849529504776,2.1263452,0.80341171875
45500,0.3357061743736267,2.88791,0.639861474609375
46000,0.3639804422855377,1.6608636,0.70864375
46500,0.4005817472934723,3.7993844,0.68240888671875
47000,0.31373971700668335,0.42278656,0.7624611328125
47500,0.377265989780426,0.43885088,0.791452978515625
48000,0.40386253595352173,2.285505,0.70790283203125
48500,0.3421417474746704,1.4017419,0.7596806640625
49000,0.33577588200569153,3.1317387,0.788121484375
49500,0.33828240633010864,0.9025196,0.7504650390625
50000,0.30463671684265137,0.9427305,0.71933359375
50500,0.36662712693214417,0.7207521,0.72521455078125
51000,0.3503420948982239,2.808599,0.6315037109375
51500,0.385377436876297,2.276565,0.8025310546875
52000,0.2868841290473938,1.8373723,0.738547265625
52500,0.3902358412742615,1.0556056,0.8048171875
53000,0.3987126350402832,4.461422,0.82439052734375
53500,0.366041362285614,2.0325546,0.7642689453125
54000,0.41515347361564636,1.8044535,0.792406103515625
54500,0.4229947328567505,2.5008519,0.7949931640625
55000,0.30549633502960205,1.8526996,0.752152734375
55500,0.4538404941558838,3.8613467,0.7467013671875
56000,0.43921560049057007,3.4410434,0.752923486328125
56500,0.317587673664093,0.6394062,0.733641015625
57000,0.4487108588218689,3.8639576,0.75132626953125
57500,0.3810243606567383,0.7633793,0.80147744140625
58000,0.4996863901615143,5.476912,0.67112392578125
58500,0.29470089077949524,1.2164704,0.745704296875
59000,0.37170666456222534,2.2062562,0.7518056640625
59500,0.30994245409965515,2.1289754,0.771899658203125
60000,0.3874337673187256,1.4087594,0.81885732421875
60500,0.42413896322250366,1.3832997,0.87288837890625
61000,0.4104263186454773,1.6896055,0.840121875
61500,0.43635886907577515,6.86356,0.9304373046875
62000,0.5010007619857788,6.364122,0.961679296875
62500,0.3915083110332489,1.4151305,0.86389345703125
63000,0.4267704486846924,1.4782152,0.8545439453125
63500,0.37215903401374817,0.9938133,0.845844921875
64000,0.3761548399925232,1.7398924,0.791410546875
64500,0.4651658236980438,4.4959784,0.81086162109375
65000,0.4139339029788971,2.227416,0.8873072265625
65500,0.6070919632911682,8.284729,0.7302337890625
66000,0.3838193416595459,1.4141587,0.8780923828125
66500,0.4083513617515564,2.691004,0.915155859375
67000,0.4163159430027008,1.8407186,0.8451578125
67500,0.44211286306381226,3.7193058,0.800233056640625
68000,0.3323654234409332,0.9459271,0.724020947265625
68500,0.4314660131931305,1.2481766,0.82024609375
69000,0.37616944313049316,1.5860162,0.753145556640625
69500,0.336341917514801,3.8721547,0.76347197265625
70000,0.3617570996284485,2.6456196,0.789939013671875
70500,0.5686910152435303,6.4268656,0.7415533203125
