t_env,loss,grad_norm,q_taken_mean
2500,0.4481281340122223,1.8350329,-0.02072559814453125
3000,0.21216341853141785,0.06699535,0.153409814453125
3500,0.2615755498409271,0.104735166,0.153691455078125
4000,0.21951419115066528,0.06736392,0.13592410888671874
4500,0.2489059716463089,0.11308276,0.14434527587890625
5000,0.19884958863258362,0.20519724,0.1446816650390625
5500,0.2072211354970932,0.16055936,0.2301359619140625
6000,0.23849469423294067,0.08117128,0.2096346435546875
6500,0.19219884276390076,0.092738286,0.2197688232421875
7000,0.2148846536874771,0.24269675,0.243685205078125
7500,0.2133016288280487,0.45084795,0.16476824951171876
8000,0.23931115865707397,0.10632436,0.25876630859375
8500,0.22427287697792053,0.41481656,0.2233999267578125
9000,0.21320924162864685,0.2559865,0.228951123046875
9500,0.2219068706035614,0.08833667,0.257517041015625
10000,0.1952960193157196,0.38167906,0.2834958251953125
10500,0.21820920705795288,0.4625554,0.2831818603515625
11000,0.18958726525306702,0.1296804,0.30893134765625
11500,0.17216870188713074,0.11319756,0.314935107421875
12000,0.19597357511520386,0.18922776,0.3019846923828125
12500,0.21074771881103516,0.4734656,0.3562810791015625
13000,0.22304920852184296,0.71691257,0.3540876220703125
13500,0.2144010365009308,0.50992775,0.371691796875
14000,0.2473006546497345,0.42850366,0.455875
14500,0.23094551265239716,1.0227451,0.482680078125
15000,0.21960380673408508,0.4351653,0.3953858642578125
15500,0.22863367199897766,0.3488976,0.474503173828125
16000,0.2282247543334961,0.635455,0.502576416015625
16500,0.25359010696411133,0.1998908,0.4695904296875
17000,0.18742233514785767,0.26276362,0.449447412109375
17500,0.24708907306194305,0.7347292,0.41832890625
18000,0.24016320705413818,0.9272126,0.496381396484375
18500,0.27101606130599976,0.3133682,0.4390681640625
19000,0.2197282761335373,0.5827122,0.417122314453125
19500,0.24162250757217407,0.15753758,0.436194775390625
20000,0.2240978479385376,0.3846994,0.423101123046875
20500,0.2849128544330597,0.84961694,0.438934814453125
21000,0.2861246168613434,0.34586078,0.470920703125
21500,0.24524907767772675,0.5555714,0.458131982421875
22000,0.3045349419116974,0.93166596,0.526703076171875
22500,0.28433334827423096,0.4692183,0.52323486328125
23000,0.2864471673965454,1.5741707,0.60246025390625
23500,0.25059249997138977,1.0479071,0.559909765625
24000,0.3221328854560852,0.8576454,0.605570068359375
24500,0.3306422233581543,1.9093394,0.4440373046875
25000,0.2822602391242981,0.62618506,0.56397392578125
25500,0.30682915449142456,0.5718954,0.57412236328125
26000,0.2927509546279907,0.20702195,0.582979931640625
26500,0.2750122845172882,1.2846875,0.6343798828125
27000,0.2837907671928406,0.59853697,0.582747412109375
27500,0.2813526391983032,0.5169302,0.565513525390625
28000,0.3315778076648712,1.9397388,0.544791162109375
28500,0.3808230757713318,1.6705972,0.55996171875
29000,0.314736545085907,0.36140382,0.611312890625
29500,0.31687575578689575,2.3957043,0.69349169921875
30000,0.31243205070495605,1.1917183,0.666502294921875
30500,0.3551563024520874,1.2432685,0.642939306640625
31000,0.3893562853336334,2.416643,0.61775810546875
31500,0.2744995951652527,0.7388134,0.64277978515625
32000,0.3228546679019928,0.57804936,0.680696142578125
32500,0.3711434602737427,1.9088273,0.66687373046875
33000,0.28316235542297363,0.7511942,0.59670673828125
33500,0.37419846653938293,1.1604449,0.61544501953125
34000,0.3670598864555359,1.2475699,0.693309521484375
34500,0.382328599691391,0.7510608,0.6581583984375
35000,0.40800803899765015,1.1233275,0.733703173828125
35500,0.3829689919948578,2.0381036,0.7670068359375
36000,0.3369283378124237,1.5500981,0.641897412109375
36500,0.3400234878063202,1.2025228,0.72248125
37000,0.3252778947353363,1.5389811,0.757763232421875
37500,0.3212165832519531,0.5858273,0.7035970703125
38000,0.35182711482048035,0.71421444,0.7352982421875
38500,0.395877480506897,1.6428705,0.8257482421875
39000,0.405402809381485,3.7998252,0.62874345703125
39500,0.45436713099479675,3.7700572,0.671884765625
40000,0.4096495509147644,2.8576846,0.7198603515625
40500,0.38949379324913025,1.5595964,0.719064306640625
41000,0.41138601303100586,3.164835,0.7929470703125
41500,0.3922359049320221,1.7514043,0.76918203125
42000,0.39051195979118347,0.5491245,0.737206494140625
42500,0.4321673512458801,2.6617408,0.676499560546875
43000,0.4508194327354431,2.8118613,0.86083984375
