t_env,episode,epsilon,episode_reward
50,1,1.0,9.153355144861855
550,21,0.9905,0.9202280534358478
1050,31,0.981,9.590206306308728
1550,41,0.9715,0.7627890028742239
2050,51,0.962,5.644750577248764
2550,61,0.9525,25.867484266297225
3050,71,0.9430000000000001,1.8270316194875058
3550,81,0.9335,2.1771851282482597
4050,91,0.924,-0.6266479317957356
4550,101,0.9145,10.437078033055295
5050,111,0.905,11.02045486979103
5550,121,0.8955,20.47249036349855
6050,131,0.886,19.54696285954252
6550,141,0.8765000000000001,6.182893203325319
7050,151,0.867,11.063123810034861
7550,161,0.8575,19.48968745653775
8050,171,0.8480000000000001,3.2087101626967485
8550,181,0.8385,4.098662549648467
9050,191,0.829,10.910261566834597
9550,201,0.8195,1.9734097996724402
10050,211,0.81,-7.924212884552214
10550,221,0.8005,7.3613127171812085
11050,231,0.791,-0.9202890260728034
11550,241,0.7815000000000001,8.07426592727398
12050,251,0.772,12.179431602561982
12550,261,0.7625000000000001,9.147773756456887
13050,271,0.753,5.771139768465242
13550,281,0.7435,-0.19776665912572872
14050,291,0.734,1.8918249820760058
14550,301,0.7245,14.136749123780952
15050,311,0.7150000000000001,5.841104383174948
15550,321,0.7055,1.6095499671139797
16050,331,0.6960000000000001,8.0313570767168
16550,341,0.6865000000000001,7.317929753023719
17050,351,0.677,8.827741828795665
17550,361,0.6675,12.415528091016485
18050,371,0.658,3.0488611832270758
18550,381,0.6485000000000001,7.7855138984056635
19050,391,0.639,7.086856517484216
19550,401,0.6295000000000001,6.121043204517005
20050,411,0.6200000000000001,1.7333528513803274
20550,431,0.6105,21.17963670735623
21050,441,0.601,8.889756734208337
21550,451,0.5915,7.277826101451951
22050,461,0.5820000000000001,6.62040096660022
22550,471,0.5725,1.593315372588103
23050,481,0.5630000000000001,9.248500844461644
23550,491,0.5535000000000001,4.787780883298572
24050,501,0.544,1.8189561299855193
24550,511,0.5345,18.372464591483702
25050,521,0.5250000000000001,1.8171523140699342
25550,531,0.5155000000000001,8.846043808816866
26050,541,0.506,5.798619556572982
26550,551,0.49650000000000005,27.313782195078257
27050,561,0.4870000000000001,5.723474833731662
27550,571,0.47750000000000004,9.024475545339168
28050,581,0.4680000000000001,1.8050344239063598
28550,591,0.4585,8.905707080574432
29050,601,0.44900000000000007,10.041780353621478
29550,611,0.4395000000000001,3.8304864111472527
30050,621,0.43000000000000005,7.08584291234535
30550,631,0.4205000000000001,2.8036108079480564
31050,641,0.41100000000000003,12.02005021895839
31550,651,0.4015000000000001,22.308469472932433
32050,661,0.3920000000000001,2.8354138516883887
32550,671,0.38250000000000006,13.300028593280711
33050,681,0.3730000000000001,9.73115341774486
33550,691,0.36350000000000005,5.818043807226881
34050,701,0.3540000000000001,3.804445793866918
34550,711,0.34450000000000003,4.751756080841081
35050,721,0.3350000000000001,4.763982654664144
35550,731,0.3255000000000001,1.5239412234198602
36050,741,0.31600000000000006,15.45671373591675
36550,751,0.3065000000000001,9.25098795615826
37050,761,0.29700000000000004,6.932837039518825
37550,771,0.2875000000000001,1.8123172110132129
38050,781,0.27800000000000014,1.7275509577088817
38550,791,0.26850000000000007,9.108705179372661
39050,801,0.2590000000000001,1.9642023999584823
39550,811,0.24950000000000006,4.081273751407587
40050,821,0.2400000000000001,6.938861705982378
40550,841,0.23050000000000015,23.186321127133226
41050,851,0.22100000000000009,23.681542944752326
41550,861,0.21150000000000013,3.372607862741558
42050,871,0.20200000000000007,29.992894433770648
42550,881,0.19250000000000012,9.227094615786529
43050,891,0.18300000000000005,5.097712296520056
43550,901,0.1735000000000001,2.946268076572906
44050,911,0.16400000000000015,4.05812850412024
44550,921,0.15450000000000008,6.271237072509867
45050,931,0.14500000000000013,10.137742205132936
45550,941,0.13550000000000006,4.8463797671266375
46050,951,0.1260000000000001,12.163464167432398
46550,961,0.11650000000000016,2.256500319023298
47050,971,0.1070000000000001,15.115343829164226
47550,981,0.09750000000000014,6.315524045149372
48050,991,0.08800000000000008,11.775566884232438
48550,1001,0.07850000000000013,1.0583472872177992
49050,1011,0.06900000000000006,16.20606977266627
49550,1021,0.05950000000000011,2.1361915101968325
50050,1031,0.050000000000000155,19.41831431127905
50550,1041,0.05,12.382875527839763
51050,1051,0.05,30.393076788816945
51550,1061,0.05,4.171922929990672
52050,1071,0.05,1.8919251873506078
52550,1081,0.05,11.048944354823066
53050,1091,0.05,25.232989605157158
53550,1101,0.05,2.0226720564218015
54050,1111,0.05,21.64395456263136
54550,1121,0.05,1.5496311815196953
55050,1131,0.05,27.81340721708346
55550,1141,0.05,31.53515918777638
56050,1151,0.05,5.950471612654693
56550,1161,0.05,27.723789628096682
57050,1171,0.05,7.914032727750469
57550,1181,0.05,3.8959766069305406
58050,1191,0.05,26.519592910399528
58550,1201,0.05,23.3342517682239
59050,1211,0.05,6.153887961890163
59550,1221,0.05,33.91142377695712
60050,1231,0.05,5.130186134168248
60550,1251,0.05,3.8907478252032335
61050,1261,0.05,8.211355235450256
61550,1271,0.05,7.226058505182299
62050,1281,0.05,1.4552015185776022
62550,1291,0.05,30.049790146638323
63050,1301,0.05,19.170313440619662
63550,1311,0.05,7.350590089320703
64050,1321,0.05,29.95026683660386
64550,1331,0.05,8.050512377688982
65050,1341,0.05,15.259489786216847
65550,1351,0.05,18.352920176847327
66050,1361,0.05,49.9703182350202
66550,1371,0.05,5.007049550625714
67050,1381,0.05,7.487622027489372
67550,1391,0.05,2.758190321764866
68050,1401,0.05,5.613250920161677
68550,1411,0.05,1.7737013219502022
69050,1421,0.05,6.419921238946435
69550,1431,0.05,14.781090084719008
70050,1441,0.05,1.5361879575276507
70550,1451,0.05,2.4003628845206255
71050,1461,0.05,17.37472638635754
71550,1471,0.05,3.8194775272383183
72050,1481,0.05,18.31230975625382
72550,1491,0.05,3.170709387445059
73050,1501,0.05,2.180089604331636
73550,1511,0.05,6.532680687610836
74050,1521,0.05,4.196899493235449
74550,1531,0.05,-0.04446325323238573
75050,1541,0.05,7.516818342577612
75550,1551,0.05,2.0048976271919066
76050,1561,0.05,14.129346281504468
76550,1571,0.05,4.815077873260688
77050,1581,0.05,5.6417185169289965
77550,1591,0.05,7.830788324416463
78050,1601,0.05,1.0319077879387262
78550,1611,0.05,2.20856456729357
79050,1621,0.05,4.404534259681377
79550,1631,0.05,8.96159457429798
80050,1641,0.05,25.466243592229286
80550,1661,0.05,31.376415843292943
81050,1671,0.05,11.137922163473059
81550,1681,0.05,30.80099150412632
82050,1691,0.05,24.187428512239684
82550,1701,0.05,1.5992601646044453
83050,1711,0.05,32.60068732637848
83550,1721,0.05,28.421160043831332
84050,1731,0.05,5.233778626618544
84550,1741,0.05,23.523294636134526
85050,1751,0.05,46.31231165773258
85550,1761,0.05,16.90073764318471
86050,1771,0.05,1.8842840487858894
